,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2898,444.0,2439,0.8671454219030521,0.5430016863406408,0.6678188731420671,0.8402286562293538,0.626648518505503,0.6940539422935014
1,discontinuous,30,,358,,0.07731958762886598,,,0.1341801335918983,
2,exact-meddra,2559,,1604,,0.6147009368244055,,,0.6989705986559576,
3,negated,12,,20,,0.375,,,0.376984126984127,
4,non-meddra,339,,836,,0.2885106382978723,,,0.387418778551987,
