,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3876,563.0,1461,0.8731696328001802,0.7262507026419337,0.792962356792144,0.8500532757604203,0.7516850320851431,0.8061937358677418
1,discontinuous,57,,331,,0.14690721649484537,,,0.17075953458306398,
2,exact-meddra,3448,,715,,0.8282488589959164,,,0.8414653405335457,
3,negated,14,,18,,0.4375,,,0.4166666666666667,
4,non-meddra,428,,747,,0.36425531914893616,,,0.46481250914497757,
