ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3863.0,588.0,1474.0,0.8678948550887441,0.7238148772718755,0.7893338782182264,0.8445683424018627,0.750523529321867,0.7959048535983526
discontinuous,52.0,0.0,336.0,1.0,0.13402061855670103,0.23636363636363636,,0.138168139050492,
exact-meddra,3424.0,0.0,739.0,1.0,0.8224837857314437,0.9025965467246606,,0.8424570110480645,
negated,14.0,0.0,18.0,1.0,0.4375,0.6086956521739131,,0.376984126984127,
non-meddra,439.0,0.0,736.0,1.0,0.37361702127659574,0.5439900867410161,,0.47409017609383425,
