,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3772,521.0,1565,0.8786396459352435,0.706764099681469,0.7833852544132919,0.8590314899318049,0.749093236948214,0.7987288358957961
1,discontinuous,47,,341,,0.1211340206185567,,,0.15115635997988938,
2,exact-meddra,3357,,806,,0.806389622868124,,,0.8406597693412868,
3,negated,17,,15,,0.53125,,,0.5238095238095238,
4,non-meddra,415,,760,,0.35319148936170214,,,0.4616713378123583,
