ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2912.0,458.0,2425.0,0.8640949554896142,0.545624882893011,0.6688871023314574,0.840032945302571,0.6090857896934896,0.6821265324713535
discontinuous,29.0,0.0,359.0,1.0,0.07474226804123711,0.13908872901678657,,0.09380916469151764,
exact-meddra,2584.0,0.0,1579.0,1.0,0.620706221474898,0.7659700607677487,,0.690246141927226,
negated,11.0,0.0,21.0,1.0,0.34375,0.5116279069767442,,0.36507936507936506,
non-meddra,328.0,0.0,847.0,1.0,0.27914893617021275,0.43646041250831674,,0.3614923106881236,
