,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2807,451.0,2530,0.8615715162676488,0.5259509087502342,0.6531704479348458,0.8408800783821099,0.6165322474235007,0.6795554151407722
1,discontinuous,29,,359,,0.07474226804123711,,,0.10419090713208361,
2,exact-meddra,2474,,1689,,0.5942829690127313,,,0.6908486205653402,
3,negated,16,,16,,0.5,,,0.4484126984126984,
4,non-meddra,333,,842,,0.2834042553191489,,,0.3671951578299717,
