ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3905.0,521.0,1432.0,0.8822864889290556,0.7316844669289864,0.7999590289869918,0.864534386396858,0.7626664322714588,0.8023073774730647
discontinuous,58.0,0.0,330.0,1.0,0.14948453608247422,0.26008968609865474,,0.15751490339725632,
exact-meddra,3477.0,0.0,686.0,1.0,0.8352149891904876,0.9102094240837696,,0.8565169875001284,
negated,13.0,0.0,19.0,1.0,0.40625,0.5777777777777777,,0.39285714285714285,
non-meddra,428.0,0.0,747.0,1.0,0.36425531914893616,0.5339987523393637,,0.4474761428148102,
