,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3927,485.0,1410,0.8900725294650952,0.7358066329398538,0.8056210893424967,0.8662058445405402,0.7553276072518695,0.815375024768261
1,discontinuous,54,,334,,0.13917525773195877,,,0.15151655534008476,
2,exact-meddra,3487,,676,,0.8376171030506846,,,0.8437716121980916,
3,negated,15,,17,,0.46875,,,0.4246031746031746,
4,non-meddra,440,,735,,0.37446808510638296,,,0.4673620574347119,
