,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4466,246.0,871,0.9477928692699491,0.8367997002061083,0.8888446611603145,0.9457666660483095,0.8690291466883452,0.8995882243843115
1,discontinuous,172,,216,,0.44329896907216493,,,0.45451235039470333,
2,exact-meddra,3782,,381,,0.9084794619264953,,,0.9330775517387004,
3,negated,24,,8,,0.75,,,0.7341269841269841,
4,non-meddra,684,,491,,0.5821276595744681,,,0.6738605002087921,
