,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4419,263.0,918,0.9438274241777018,0.8279932546374368,0.8821239644675116,0.9379201937761085,0.8752940810424237,0.8984922514645863
1,discontinuous,172,,216,,0.44329896907216493,,,0.4500890939126233,
2,exact-meddra,3721,,442,,0.8938265673792938,,,0.9296419101467716,
3,negated,23,,9,,0.71875,,,0.746031746031746,
4,non-meddra,698,,477,,0.5940425531914894,,,0.6992165879626602,
