ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3967.0,468.0,1370.0,0.8944757609921082,0.7433014802323402,0.8119115841178879,0.8791634329954898,0.7749560295651052,0.8157475074494096
discontinuous,54.0,0.0,334.0,1.0,0.13917525773195877,0.24434389140271495,,0.12641438626732743,
exact-meddra,3528.0,0.0,635.0,1.0,0.8474657698774922,0.9174359641138994,,0.8710720329555147,
negated,19.0,0.0,13.0,1.0,0.59375,0.7450980392156863,,0.5476190476190477,
non-meddra,439.0,0.0,736.0,1.0,0.37361702127659574,0.5439900867410161,,0.47134722444043076,
