ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2875.0,385.0,2462.0,0.8819018404907976,0.5386921491474611,0.6688379667325811,0.8479715848142103,0.607893453787992,0.6839281682260077
discontinuous,35.0,0.0,353.0,1.0,0.09020618556701031,0.16548463356973997,,0.11383681677799325,
exact-meddra,2541.0,0.0,1622.0,1.0,0.6103771318760509,0.758054892601432,,0.6827259538140371,
negated,11.0,0.0,21.0,1.0,0.34375,0.5116279069767442,,0.376984126984127,
non-meddra,334.0,0.0,841.0,1.0,0.28425531914893615,0.44267726971504306,,0.37623184725083625,
