,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3846,564.0,1491,0.8721088435374149,0.7206295671725689,0.7891658971991382,0.8514552438844348,0.747143850158684,0.8039740169095851
1,discontinuous,42,,346,,0.10824742268041238,,,0.10751203045320692,
2,exact-meddra,3440,,723,,0.8263271679077588,,,0.8417535617816286,
3,negated,15,,17,,0.46875,,,0.42857142857142855,
4,non-meddra,406,,769,,0.345531914893617,,,0.46130889925966534,
