ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3918.0,440.0,1419.0,0.8990362551629187,0.7341202922990444,0.8082516761217122,0.8730011431285759,0.7568569463663086,0.8207568125965808
discontinuous,57.0,0.0,331.0,1.0,0.14690721649484537,0.2561797752808989,,0.1253300294476765,
exact-meddra,3469.0,0.0,694.0,1.0,0.8332932981023301,0.9090670859538784,,0.8492401254240101,
negated,17.0,0.0,15.0,1.0,0.53125,0.6938775510204082,,0.5238095238095238,
non-meddra,449.0,0.0,726.0,1.0,0.3821276595744681,0.5529556650246306,,0.48796078656169095,
