,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2888,410.0,2449,0.8756822316555488,0.5411279745175192,0.6689056166763173,0.8399937608845169,0.619686828851292,0.6829856970249497
1,discontinuous,30,,358,,0.07731958762886598,,,0.10970372764490412,
2,exact-meddra,2529,,1634,,0.6074945952438146,,,0.6916880540673002,
3,negated,10,,22,,0.3125,,,0.3412698412698412,
4,non-meddra,359,,816,,0.30553191489361703,,,0.40730536505064197,
