ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2874.0,424.0,2463.0,0.8714372346876895,0.538504777965149,0.6656629994209613,0.8435308160779937,0.6219256335318618,0.6896590910892342
discontinuous,29.0,0.0,359.0,1.0,0.07474226804123711,0.13908872901678657,,0.08275012569130215,
exact-meddra,2543.0,0.0,1620.0,1.0,0.6108575546480903,0.7584252907843723,,0.6983165237410653,
negated,13.0,0.0,19.0,1.0,0.40625,0.5777777777777777,,0.43650793650793646,
non-meddra,331.0,0.0,844.0,1.0,0.2817021276595745,0.43957503320053115,,0.38650972645581977,
