,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3902,537.0,1435,0.8790268078396035,0.7311223533820499,0.7982815057283142,0.8578868343128019,0.7549613204721518,0.8112386891199438
1,discontinuous,49,,339,,0.12628865979381443,,,0.12671891833656537,
2,exact-meddra,3494,,669,,0.8392985827528224,,,0.8540487609523327,
3,negated,16,,16,,0.5,,,0.4722222222222222,
4,non-meddra,408,,767,,0.3472340425531915,,,0.45596296600642083,
