,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4464,263.0,873,0.9443621747408504,0.836424957841484,0.8871224165341812,0.9414100204252532,0.8710143559893101,0.8985279083921097
1,discontinuous,174,,214,,0.4484536082474227,,,0.4467230808407279,
2,exact-meddra,3795,,368,,0.9116022099447514,,,0.9413254147650391,
3,negated,25,,7,,0.78125,,,0.746031746031746,
4,non-meddra,669,,506,,0.5693617021276596,,,0.6637621852480935,
