ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3226.0,412.0,2111.0,0.8867509620670698,0.6044594341390295,0.7188857938718665,0.8630050469954508,0.6601920378285517,0.7227010120782925
discontinuous,39.0,0.0,349.0,1.0,0.10051546391752578,0.18266978922716626,,0.10831322272498742,
exact-meddra,2871.0,0.0,1292.0,1.0,0.689646889262551,0.8163207278930907,,0.7368716925506054,
negated,10.0,0.0,22.0,1.0,0.3125,0.47619047619047616,,0.34523809523809523,
non-meddra,355.0,0.0,820.0,1.0,0.3021276595744681,0.46405228758169936,,0.4008848312728851,
