ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2888.0,410.0,2449.0,0.8756822316555488,0.5411279745175192,0.6689056166763173,0.8399937608845169,0.619686828851292,0.6829856970249498
discontinuous,30.0,0.0,358.0,1.0,0.07731958762886598,0.14354066985645933,,0.1097037276449041,
exact-meddra,2529.0,0.0,1634.0,1.0,0.6074945952438146,0.7558278541542139,,0.6916880540673,
negated,10.0,0.0,22.0,1.0,0.3125,0.47619047619047616,,0.3412698412698412,
non-meddra,359.0,0.0,816.0,1.0,0.30553191489361703,0.4680573663624511,,0.40730536505064197,
