,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3905,521.0,1432,0.8822864889290556,0.7316844669289864,0.7999590289869918,0.864534386396858,0.7626664322714586,0.8023073774730647
1,discontinuous,58,,330,,0.14948453608247422,,,0.15751490339725632,
2,exact-meddra,3477,,686,,0.8352149891904876,,,0.8565169875001284,
3,negated,13,,19,,0.40625,,,0.39285714285714285,
4,non-meddra,428,,747,,0.36425531914893616,,,0.44747614281481024,
