ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2819.0,420.0,2518.0,0.870330348873109,0.5281993629379801,0.6574160447761194,0.838964722675479,0.5894439889945624,0.6644291440040123
discontinuous,28.0,0.0,360.0,1.0,0.07216494845360824,0.1346153846153846,,0.07460604754722401,
exact-meddra,2475.0,0.0,1688.0,1.0,0.5945231803987509,0.7457065381138898,,0.6625942887837858,
negated,11.0,0.0,21.0,1.0,0.34375,0.5116279069767442,,0.36507936507936506,
non-meddra,344.0,0.0,831.0,1.0,0.2927659574468085,0.4529295589203423,,0.3773191438703963,
