,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3884,513.0,1453,0.8833295428701388,0.727749672100431,0.7980275323607973,0.8711282410577458,0.7590439627680708,0.8130507466716679
1,discontinuous,37,,351,,0.09536082474226804,,,0.10779573367808662,
2,exact-meddra,3449,,714,,0.8284890703819361,,,0.8508623407596096,
3,negated,18,,14,,0.5625,,,0.5317460317460317,
4,non-meddra,435,,740,,0.3702127659574468,,,0.46870856882973966,
