ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3884.0,513.0,1453.0,0.8833295428701388,0.727749672100431,0.7980275323607973,0.8711282410577457,0.7590439627680706,0.8130507466716679
discontinuous,37.0,0.0,351.0,1.0,0.09536082474226804,0.17411764705882352,,0.10779573367808662,
exact-meddra,3449.0,0.0,714.0,1.0,0.8284890703819361,0.9062007356805044,,0.8508623407596096,
negated,18.0,0.0,14.0,1.0,0.5625,0.72,,0.5317460317460317,
non-meddra,435.0,0.0,740.0,1.0,0.3702127659574468,0.5403726708074534,,0.4687085688297396,
