,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3858,497.0,1479,0.8858783008036739,0.7228780213603148,0.7961205117622782,0.865456040084073,0.7480605440428245,0.8114395896191567
1,discontinuous,43,,345,,0.11082474226804123,,,0.10313761401996696,
2,exact-meddra,3448,,715,,0.8282488589959164,,,0.8432441928081179,
3,negated,13,,19,,0.40625,,,0.39682539682539686,
4,non-meddra,410,,765,,0.34893617021276596,,,0.45217727718815537,
