,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3908,671.0,1429,0.8534614544660406,0.7322465804759228,0.7882210568777733,0.8502017425166709,0.7673617327322,0.8082000956738485
1,discontinuous,49,,339,,0.12628865979381443,,,0.14713334051569343,
2,exact-meddra,3486,,677,,0.8373768916646649,,,0.862606825932595,
3,negated,16,,16,,0.5,,,0.44047619047619047,
4,non-meddra,422,,753,,0.35914893617021276,,,0.4672396590667326,
