,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4464,258.0,873,0.9453621346886912,0.836424957841484,0.8875633760811215,0.9413534154643717,0.8799696629466406,0.9036926470499516
1,discontinuous,178,,210,,0.4587628865979381,,,0.48122929358223476,
2,exact-meddra,3768,,395,,0.9051165025222195,,,0.9417728794581673,
3,negated,26,,6,,0.8125,,,0.8253968253968254,
4,non-meddra,696,,479,,0.5923404255319149,,,0.6951343886982511,
