ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3898.0,451.0,1439.0,0.8962979995401241,0.7303728686528012,0.8048730125954985,0.8719498235911851,0.7553926210388892,0.8184008400715157
discontinuous,33.0,0.0,355.0,1.0,0.08505154639175258,0.15676959619952496,,0.09159915248150541,
exact-meddra,3472.0,0.0,691.0,1.0,0.8340139322603891,0.9094957432874918,,0.8505624381743045,
negated,17.0,0.0,15.0,1.0,0.53125,0.6938775510204082,,0.4523809523809524,
non-meddra,426.0,0.0,749.0,1.0,0.3625531914893617,0.5321673953778888,,0.4629783588048541,
