ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3816.0,489.0,1521.0,0.886411149825784,0.715008431703204,0.791537025513379,0.8632141903451752,0.7498493284669859,0.8096413441410714
discontinuous,46.0,0.0,342.0,1.0,0.11855670103092783,0.2119815668202765,,0.14680061768297065,
exact-meddra,3395.0,0.0,768.0,1.0,0.8155176555368725,0.8983858163535327,,0.842385068651293,
negated,15.0,0.0,17.0,1.0,0.46875,0.6382978723404256,,0.4642857142857143,
non-meddra,421.0,0.0,754.0,1.0,0.35829787234042554,0.5275689223057645,,0.47886409291731,
