,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3863,588.0,1474,0.8678948550887441,0.7238148772718755,0.7893338782182264,0.8445683424018628,0.750523529321867,0.7959048535983524
1,discontinuous,52,,336,,0.13402061855670103,,,0.138168139050492,
2,exact-meddra,3424,,739,,0.8224837857314437,,,0.8424570110480644,
3,negated,14,,18,,0.4375,,,0.376984126984127,
4,non-meddra,439,,736,,0.37361702127659574,,,0.47409017609383425,
