ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3885.0,489.0,1452.0,0.8882030178326474,0.7279370432827431,0.8001235712079084,0.8773425265753778,0.7670897397715886,0.8195310126293883
discontinuous,43.0,0.0,345.0,1.0,0.11082474226804123,0.19953596287703015,,0.12768889607124903,
exact-meddra,3453.0,0.0,710.0,1.0,0.8294499159260149,0.9067752100840336,,0.8587163285437567,
negated,18.0,0.0,14.0,1.0,0.5625,0.72,,0.5476190476190477,
non-meddra,432.0,0.0,743.0,1.0,0.3676595744680851,0.537647790914748,,0.4752974389220235,
