,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2745,400.0,2592,0.8728139904610492,0.5143338954468802,0.647253006366423,0.8272497782277359,0.5792244631874289,0.663561299394001
1,discontinuous,27,,361,,0.06958762886597938,,,0.09053400847518495,
2,exact-meddra,2409,,1754,,0.5786692289214509,,,0.645191071801081,
3,negated,12,,20,,0.375,,,0.39285714285714285,
4,non-meddra,336,,839,,0.28595744680851065,,,0.3881157041402754,
