ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3880.0,431.0,1457.0,0.900023196474136,0.7270001873711823,0.8043117744610282,0.87374692678556,0.757468798136038,0.8205667476175058
discontinuous,53.0,0.0,335.0,1.0,0.13659793814432988,0.24036281179138322,,0.15523773612008906,
exact-meddra,3455.0,0.0,708.0,1.0,0.8299303386980543,0.9070622210553951,,0.8504849238109323,
negated,13.0,0.0,19.0,1.0,0.40625,0.5777777777777777,,0.43650793650793646,
non-meddra,425.0,0.0,750.0,1.0,0.3617021276595745,0.53125,,0.4666872096442049,
