,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3226,412.0,2111,0.8867509620670698,0.6044594341390295,0.7188857938718665,0.8630050469954508,0.6601920378285518,0.7227010120782924
1,discontinuous,39,,349,,0.10051546391752578,,,0.10831322272498743,
2,exact-meddra,2871,,1292,,0.689646889262551,,,0.7368716925506053,
3,negated,10,,22,,0.3125,,,0.34523809523809523,
4,non-meddra,355,,820,,0.3021276595744681,,,0.4008848312728851,
