,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3925,484.0,1412,0.8902245407121796,0.7354318905752295,0.805458649702442,0.8705621201916321,0.7617090160179268,0.8218361949312877
1,discontinuous,52,,336,,0.13402061855670103,,,0.14554154995331467,
2,exact-meddra,3494,,669,,0.8392985827528224,,,0.8573068367353919,
3,negated,17,,15,,0.53125,,,0.5198412698412698,
4,non-meddra,431,,744,,0.3668085106382979,,,0.46144020450961964,
