ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3902.0,537.0,1435.0,0.8790268078396035,0.7311223533820499,0.7982815057283142,0.8578868343128017,0.7549613204721519,0.8112386891199439
discontinuous,49.0,0.0,339.0,1.0,0.12628865979381443,0.2242562929061785,,0.12671891833656537,
exact-meddra,3494.0,0.0,669.0,1.0,0.8392985827528224,0.9126289669583388,,0.8540487609523325,
negated,16.0,0.0,16.0,1.0,0.5,0.6666666666666666,,0.47222222222222227,
non-meddra,408.0,0.0,767.0,1.0,0.3472340425531915,0.5154769425142136,,0.4559629660064208,
