ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3853.0,526.0,1484.0,0.8798812514272665,0.721941165448754,0.793124742692466,0.8602917854878286,0.751827992219965,0.8099914392075058
discontinuous,45.0,0.0,343.0,1.0,0.11597938144329897,0.20785219399538107,,0.11096566831860949,
exact-meddra,3434.0,0.0,729.0,1.0,0.8248858995916406,0.9040410688429643,,0.8446791968812487,
negated,17.0,0.0,15.0,1.0,0.53125,0.6938775510204082,,0.5555555555555556,
non-meddra,419.0,0.0,756.0,1.0,0.3565957446808511,0.5257214554579673,,0.4743583459555831,
