,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4489,240.0,848,0.9492493127511101,0.841109237399288,0.8919133717464732,0.9446487558910142,0.8781665243886241,0.9041207733106534
1,discontinuous,190,,198,,0.4896907216494845,,,0.48280510339333865,
2,exact-meddra,3788,,375,,0.9099207302426136,,,0.9360848829954691,
3,negated,22,,10,,0.6875,,,0.6984126984126984,
4,non-meddra,701,,474,,0.5965957446808511,,,0.6978939651401007,
