ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3886.0,607.0,1451.0,0.8649009570442912,0.7281244144650553,0.7906408952187183,0.8494039097854275,0.7537906512487723,0.8006864376046736
discontinuous,46.0,0.0,342.0,1.0,0.11855670103092783,0.2119815668202765,,0.12541783380018676,
exact-meddra,3472.0,0.0,691.0,1.0,0.8340139322603891,0.9094957432874918,,0.8514482961974839,
negated,16.0,0.0,16.0,1.0,0.5,0.6666666666666666,,0.44047619047619047,
non-meddra,414.0,0.0,761.0,1.0,0.3523404255319149,0.5210824417872876,,0.4475504376816889,
