,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3886,607.0,1451,0.8649009570442912,0.7281244144650553,0.7906408952187183,0.8494039097854275,0.7537906512487723,0.8006864376046736
1,discontinuous,46,,342,,0.11855670103092783,,,0.12541783380018673,
2,exact-meddra,3472,,691,,0.8340139322603891,,,0.8514482961974839,
3,negated,16,,16,,0.5,,,0.44047619047619047,
4,non-meddra,414,,761,,0.3523404255319149,,,0.4475504376816889,
