,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3885,489.0,1452,0.8882030178326474,0.7279370432827431,0.8001235712079084,0.8773425265753778,0.7670897397715883,0.8195310126293883
1,discontinuous,43,,345,,0.11082474226804123,,,0.12768889607124903,
2,exact-meddra,3453,,710,,0.8294499159260149,,,0.8587163285437567,
3,negated,18,,14,,0.5625,,,0.5476190476190477,
4,non-meddra,432,,743,,0.3676595744680851,,,0.4752974389220235,
