ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3849.0,473.0,1488.0,0.8905599259602036,0.7211916807195053,0.7969769127238844,0.8755096285039149,0.7562641114223543,0.8122911761122518
discontinuous,37.0,0.0,351.0,1.0,0.09536082474226804,0.17411764705882352,,0.09774384112619407,
exact-meddra,3431.0,0.0,732.0,1.0,0.8241652654335816,0.9036081116671056,,0.850229308566407,
negated,16.0,0.0,16.0,1.0,0.5,0.6666666666666666,,0.4722222222222222,
non-meddra,418.0,0.0,757.0,1.0,0.3557446808510638,0.524795982423101,,0.4450922443051198,
