,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2570,378.0,2767,0.8717774762550882,0.4815439385422522,0.6203983101991551,0.8417011912247765,0.5641216364366846,0.643976748494579
1,discontinuous,22,,366,,0.05670103092783505,,,0.0641054370466135,
2,exact-meddra,2243,,1920,,0.5387941388421811,,,0.6325985282558713,
3,negated,11,,21,,0.34375,,,0.36507936507936506,
4,non-meddra,327,,848,,0.2782978723404255,,,0.3608642409524492,
