ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3963.0,594.0,1374.0,0.869651086240948,0.7425519955030916,0.801091570648878,0.8534763302051771,0.762947167566506,0.8157170243216519
discontinuous,59.0,0.0,329.0,1.0,0.15206185567010308,0.2639821029082774,,0.15719744307979602,
exact-meddra,3524.0,0.0,639.0,1.0,0.8465049243334134,0.916872642123065,,0.8563616725105925,
negated,15.0,0.0,17.0,1.0,0.46875,0.6382978723404256,,0.4642857142857143,
non-meddra,439.0,0.0,736.0,1.0,0.37361702127659574,0.5439900867410161,,0.4664228978510259,
