,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3816,489.0,1521,0.886411149825784,0.715008431703204,0.791537025513379,0.8632141903451752,0.7498493284669859,0.8096413441410714
1,discontinuous,46,,342,,0.11855670103092783,,,0.14680061768297062,
2,exact-meddra,3395,,768,,0.8155176555368725,,,0.842385068651293,
3,negated,15,,17,,0.46875,,,0.4642857142857143,
4,non-meddra,421,,754,,0.35829787234042554,,,0.47886409291731,
