,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4486,231.0,851,0.9510281958872164,0.8405471238523515,0.8923811418340959,0.9451380385775859,0.8768751300117913,0.903641479231239
1,discontinuous,193,,195,,0.49742268041237114,,,0.48806366835778603,
2,exact-meddra,3758,,405,,0.9027143886620226,,,0.9283687843396229,
3,negated,23,,9,,0.71875,,,0.7182539682539683,
4,non-meddra,729,,446,,0.6204255319148936,,,0.7089604544205058,
