,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4541,199.0,796,0.9580168776371308,0.8508525388795203,0.9012602957229334,0.9515672284288439,0.8800152016292779,0.9084248439702289
1,discontinuous,193,,195,,0.49742268041237114,,,0.46507903860845035,
2,exact-meddra,3816,,347,,0.916646649051165,,,0.9377987072428704,
3,negated,23,,9,,0.71875,,,0.746031746031746,
4,non-meddra,726,,449,,0.617872340425532,,,0.6941647114626519,
