,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3900,612.0,1437,0.8643617021276596,0.7307476110174255,0.791958574474566,0.8586238220091522,0.75719067096229,0.8062927366030841
1,discontinuous,51,,337,,0.13144329896907217,,,0.17292393880629175,
2,exact-meddra,3473,,690,,0.8342541436464088,,,0.8475992288364055,
3,negated,14,,18,,0.4375,,,0.4484126984126984,
4,non-meddra,427,,748,,0.36340425531914894,,,0.4723994905164759,
