,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3963,594.0,1374,0.869651086240948,0.7425519955030916,0.801091570648878,0.8534763302051771,0.762947167566506,0.8157170243216519
1,discontinuous,59,,329,,0.15206185567010308,,,0.157197443079796,
2,exact-meddra,3524,,639,,0.8465049243334134,,,0.8563616725105925,
3,negated,15,,17,,0.46875,,,0.4642857142857143,
4,non-meddra,439,,736,,0.37361702127659574,,,0.4664228978510259,
