,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3878,492.0,1459,0.8874141876430206,0.726625445006558,0.7990110229731122,0.8698339423496599,0.7505528390669044,0.8067774849408852
1,discontinuous,51,,337,,0.13144329896907217,,,0.12845812684047977,
2,exact-meddra,3451,,712,,0.8289694931539755,,,0.8449397296588763,
3,negated,17,,15,,0.53125,,,0.5158730158730159,
4,non-meddra,427,,748,,0.36340425531914894,,,0.4671916120799047,
