,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,2912,458.0,2425,0.8640949554896142,0.545624882893011,0.6688871023314574,0.8400329453025712,0.6090857896934897,0.6821265324713534
1,discontinuous,29,,359,,0.07474226804123711,,,0.09380916469151764,
2,exact-meddra,2584,,1579,,0.620706221474898,,,0.690246141927226,
3,negated,11,,21,,0.34375,,,0.36507936507936506,
4,non-meddra,328,,847,,0.27914893617021275,,,0.3614923106881236,
