,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4505,275.0,832,0.9424686192468619,0.8441071763162825,0.8905802115251557,0.9382361829002749,0.8756701092787638,0.9012644797818405
1,discontinuous,185,,203,,0.47680412371134023,,,0.46535555947320656,
2,exact-meddra,3800,,363,,0.9128032668748499,,,0.9382237843967344,
3,negated,25,,7,,0.78125,,,0.7777777777777777,
4,non-meddra,706,,469,,0.6008510638297873,,,0.6753544322401381,
