,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4465,313.0,872,0.9344914190037673,0.8366123290237961,0.8828472565496787,0.9381957206562227,0.8728038595387656,0.8993071781665074
1,discontinuous,170,,218,,0.4381443298969072,,,0.44563100298394415,
2,exact-meddra,3787,,376,,0.9096805188565938,,,0.934937561551721,
3,negated,23,,9,,0.71875,,,0.75,
4,non-meddra,678,,497,,0.5770212765957446,,,0.6678636343484043,
