ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3864.0,529.0,1473.0,0.8795811518324608,0.7240022484541877,0.7942446043165468,0.8567477600451624,0.7561059158420574,0.8025781147758393
discontinuous,49.0,0.0,339.0,1.0,0.12628865979381443,0.2242562929061785,,0.16905049199166844,
exact-meddra,3423.0,0.0,740.0,1.0,0.8222435743454239,0.9024518850514105,,0.8427923013638295,
negated,14.0,0.0,18.0,1.0,0.4375,0.6086956521739131,,0.40873015873015867,
non-meddra,441.0,0.0,734.0,1.0,0.3753191489361702,0.5457920792079207,,0.47964852611613906,
