,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4388,216.0,949,0.9530842745438749,0.8221847479857598,0.8828085705663413,0.9432135140971363,0.8674019250679117,0.8958532677389379
1,discontinuous,179,,209,,0.46134020618556704,,,0.4425181681064034,
2,exact-meddra,3700,,463,,0.8887821282728802,,,0.9259198877852685,
3,negated,24,,8,,0.75,,,0.7341269841269841,
4,non-meddra,689,,486,,0.5863829787234043,,,0.6926656952081519,
