ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3908.0,671.0,1429.0,0.8534614544660406,0.7322465804759228,0.7882210568777733,0.8502017425166709,0.7673617327322,0.8082000956738485
discontinuous,49.0,0.0,339.0,1.0,0.12628865979381443,0.2242562929061785,,0.14713334051569343,
exact-meddra,3486.0,0.0,677.0,1.0,0.8373768916646649,0.9114916982612106,,0.862606825932595,
negated,16.0,0.0,16.0,1.0,0.5,0.6666666666666666,,0.44047619047619047,
non-meddra,422.0,0.0,753.0,1.0,0.35914893617021276,0.5284909204758923,,0.46723965906673254,
