,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,4435,258.0,902,0.9450245045812913,0.8309911935544313,0.884346959122632,0.9378140263287035,0.8718562778322096,0.8980075022411653
1,discontinuous,187,,201,,0.48195876288659795,,,0.45336604571898687,
2,exact-meddra,3733,,430,,0.8967091040115301,,,0.928645375845772,
3,negated,25,,7,,0.78125,,,0.7777777777777777,
4,non-meddra,703,,472,,0.5982978723404255,,,0.6913169270356603,
