ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2590.0,412.0,2747.0,0.8627581612258495,0.4852913621884954,0.6211775992325219,0.8357835015605758,0.5695220792383877,0.6468334273733507
discontinuous,29.0,0.0,359.0,1.0,0.07474226804123711,0.13908872901678657,,0.10614127702362997,
exact-meddra,2275.0,0.0,1888.0,1.0,0.5464809031948115,0.7067412239826033,,0.6437257933849906,
negated,10.0,0.0,22.0,1.0,0.3125,0.47619047619047616,,0.32142857142857145,
non-meddra,315.0,0.0,860.0,1.0,0.2680851063829787,0.4228187919463087,,0.35576555368643026,
