,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3918,440.0,1419,0.8990362551629187,0.7341202922990444,0.8082516761217122,0.873001143128576,0.7568569463663085,0.8207568125965806
1,discontinuous,57,,331,,0.14690721649484537,,,0.12533002944767652,
2,exact-meddra,3469,,694,,0.8332932981023301,,,0.8492401254240101,
3,negated,17,,15,,0.53125,,,0.5238095238095238,
4,non-meddra,449,,726,,0.3821276595744681,,,0.48796078656169106,
