ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2816.0,390.0,2521.0,0.8783530879600748,0.5276372493910436,0.6592531897459908,0.8483899217679265,0.6128899467614718,0.6853669962923072
discontinuous,29.0,0.0,359.0,1.0,0.07474226804123711,0.13908872901678657,,0.09487610428786898,
exact-meddra,2494.0,0.0,1669.0,1.0,0.5990871967331252,0.7492864653747934,,0.6942438744037459,
negated,12.0,0.0,20.0,1.0,0.375,0.5454545454545454,,0.39285714285714285,
non-meddra,322.0,0.0,853.0,1.0,0.27404255319148935,0.43019372077488305,,0.3748187466001972,
