ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,3858.0,497.0,1479.0,0.8858783008036739,0.7228780213603148,0.7961205117622782,0.865456040084073,0.7480605440428246,0.8114395896191567
discontinuous,43.0,0.0,345.0,1.0,0.11082474226804123,0.19953596287703015,,0.10313761401996696,
exact-meddra,3448.0,0.0,715.0,1.0,0.8282488589959164,0.9060570227302588,,0.8432441928081179,
negated,13.0,0.0,19.0,1.0,0.40625,0.5777777777777777,,0.39682539682539686,
non-meddra,410.0,0.0,765.0,1.0,0.34893617021276596,0.5173501577287066,,0.45217727718815537,
