ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
all,2745.0,400.0,2592.0,0.8728139904610492,0.5143338954468802,0.647253006366423,0.8272497782277359,0.579224463187429,0.6635612993940009
discontinuous,27.0,0.0,361.0,1.0,0.06958762886597938,0.13012048192771086,,0.09053400847518495,
exact-meddra,2409.0,0.0,1754.0,1.0,0.5786692289214509,0.7331101643335363,,0.6451910718010812,
negated,12.0,0.0,20.0,1.0,0.375,0.5454545454545454,,0.39285714285714285,
non-meddra,336.0,0.0,839.0,1.0,0.28595744680851065,0.4447385837193911,,0.38811570414027535,
