,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3876,579.0,1461,0.87003367003367,0.7262507026419337,0.7916666666666666,0.8622271958752196,0.7665935368197626,0.8042964265116465
1,discontinuous,44,,344,,0.1134020618556701,,,0.1279896574014221,
2,exact-meddra,3453,,710,,0.8294499159260149,,,0.8592928454991373,
3,negated,15,,17,,0.46875,,,0.4246031746031746,
4,non-meddra,423,,752,,0.36,,,0.4685202130512197,
