,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1
0,all,3904,510.0,1433,0.8844585410058904,0.7314970957466742,0.8007383858065841,0.8720652095476135,0.7663170831040194,0.8164634849726419
1,discontinuous,52,,336,,0.13402061855670103,,,0.16010486245780364,
2,exact-meddra,3465,,698,,0.8323324525582513,,,0.8583894749629644,
3,negated,17,,15,,0.53125,,,0.5238095238095238,
4,non-meddra,439,,736,,0.37361702127659574,,,0.4845796399256914,
